PlayerName,TrackerID,KillDeathRatio,WinRatio,TimeSurvived,RoundsPlayed,Wins,WinTop10Ratio,Top10s,Top10Ratio,Losses,Rating,BestRating,DamagePg,HeadshotKillsPg,HealsPg,KillsPg,MoveDistancePg,RoadKillsPg,TeamKillsPg,TimeSurvivedPg,Top10sPg,Kills,Assists,Suicides,TeamKills,HeadshotKills,HeadshotKillRatio,VehicleDestroys,RoadKills,DailyKills,WeeklyKills,RoundMostKills,MaxKillStreaks,Days,LongestTimeSurvived,MostSurvivalTime,AvgSurvivalTime,WinPoints,WalkDistance,RideDistance,MoveDistance,AvgWalkDistance,AvgRideDistance,LongestKill,Heals,Boosts,DamageDealt
Free_Hand,76805,3.23,0,8572.23,13,0,0,1,7.7,13,1394.55,1410.84,358.23,1.23,0.92,3.23,1506.41,0,0,659.4,0.08,42,1,0,0,16,0.38,0,0,6,6,10,2,10,1739.55,1739.55,496.16,2108,15044.1,4539.19,19583.29,739.33,189.13,321.79,12,13,4656.98
he1p,71775,1.21,1.2,359985.33,417,5,0.07,58,13.9,412,2434.7,2448.7,148.21,0.2,1.89,1.19,3169.22,0.01,0,863.27,0.14,497,28,2,2,83,0.17,4,6,5,13,8,2,92,2087.05,2087.05,863.94,5196,487164.5,834401.2,1321565.6,1159.96,1989.78,540.23,788,512,61802.85
tribbs,24707,1.29,1.19,67373.93,84,1,0.1,5,6,83,1906.41,1912.27,158.64,0.37,1.35,1.27,1811.92,0,0,802.07,0.06,107,6,0,0,31,0.29,0,0,3,3,8,2,32,1956.79,1956.79,538.02,2552,105428.01,46772.95,152201.01,775.9,281.76,288.02,113,67,13325.5
ClassAbove,90247,5.11,10,13611.14,10,1,0.2,5,50,9,1616.94,1597.37,435.06,1.2,2.1,4.6,4156.91,0,0,1361.11,0.5,46,1,0,0,12,0.26,0,0,2,2,13,2,8,1896.54,1896.54,1361.11,1331,29350.27,12218.88,41569.14,2935.03,1221.89,244.14,21,32,4350.64
KimJongOink,122205,1.06,0,13172.94,18,0,0,0,0,18,1240.56,1245.6,118.43,0.28,0.56,1.06,1299.3,0,0,731.83,0,19,0,0,0,5,0.26,0,0,3,3,5,2,10,1648.41,1648.41,679.08,1988,18060.12,5327.2,23387.32,980.1,204.89,23.1,10,8,2131.67
BigCrimpn,118613,0.77,0,215638.3,257,0,0,21,8.2,257,2177.94,2169.72,100.21,0.17,1.42,0.77,2091.66,0,0,839.06,0.08,199,12,1,1,44,0.22,2,0,11,21,5,3,31,1971.5,1971.5,839.06,1808,346732.2,190824.5,537556.6,1349.15,742.51,264.11,364,487,25752.83
VincentPL,26168,1.08,2.33,64499.2,86,2,0.29,7,8.1,84,1815.72,1869.66,132.9,0.26,1,1.06,1962.72,0,0,749.99,0.08,91,5,0,0,22,0.24,0,0,2,6,5,2,16,1978.38,1978.38,749.99,1499,99459.97,69333.86,168793.8,1156.51,806.21,194.96,86,47,11429.77
TooLong,126300,2.18,8.33,20968.55,24,2,0.4,5,20.8,22,1616.99,1589.29,250.53,0.42,2.25,2,3054.6,0,0,873.69,0.21,48,0,0,0,10,0.21,0,0,3,3,9,2,11,2008.74,2008.74,873.69,1332,25290.75,48019.73,73310.48,1053.78,2000.82,215.07,54,37,6012.69
c0lby,130284,3.67,14.29,9374.04,7,1,1,1,14.3,6,1457.57,1426.82,332.23,0.71,3,3.14,4593.93,0,0,1339.15,0.14,22,0,0,0,5,0.23,0,0,2,2,13,2,6,1947.13,1947.13,1339.15,1214,20802.41,11355.08,32157.49,2971.77,1622.16,308.28,21,8,2325.62
JosephEZgame,187497,1.58,6.94,57779.34,72,5,0.5,10,13.9,67,1771.18,1733.14,176.22,0.22,1.46,1.47,3255.79,0.01,0,802.49,0.14,106,8,0,0,16,0.15,1,1,4,4,9,2,23,1985.21,1985.21,867.29,2770,88369.29,146047.3,234416.64,1309.13,2478.3,303.99,105,58,12687.83
kappo120,133624,0.79,0.59,298959.22,341,2,0.09,27,7.9,339,2251.11,2245.93,111.78,0.21,1.52,0.79,2031.83,0.01,0.01,876.71,0.08,269,23,2,2,71,0.26,2,4,3,13,11,3,33,1961.37,1961.37,927.12,3662,492096.5,200756.12,692852.6,1555.02,529.29,302.33,518,241,38117.41
Special_Agent_X,154876,1.62,0,50420.07,65,0,0,7,10.8,65,1869.75,1846.1,179.2,0.35,2.03,1.62,1613.39,0.02,0.02,775.69,0.11,105,2,1,1,23,0.22,0,1,9,9,12,2,14,1832.17,1832.17,775.69,1522,69778.58,35092,104870.6,1073.52,539.88,259.69,132,92,11647.73
Moune,215593,1.18,0,52283.98,55,0,0,4,7.3,55,1807.29,1785.12,122.17,0.27,0.93,1.18,1944.66,0.04,0.02,950.62,0.07,65,1,1,1,15,0.23,0,2,1,2,6,2,20,1894.88,1894.88,950.62,1500,74248.77,32707.56,106956.3,1349.98,594.68,304.99,51,44,6719.53
ItsBritneyBitch,196563,1.36,0,13332.9,11,0,0,4,36.4,11,1415.81,1389.68,115.98,0.18,0.64,1.36,2981.02,0.18,0,1212.08,0.36,15,0,0,0,2,0.13,0,2,1,1,4,2,7,1919.4,1919.4,1212.08,1183,15368.73,17422.45,32791.18,1397.16,1583.86,108.07,7,8,1275.76
Houston,196985,2.89,10,7976.39,10,1,1,1,10,9,1343.95,1395.21,268.06,0.8,0.6,2.6,2046.02,0,0,797.64,0.1,26,0,0,0,8,0.31,0,0,6,6,12,2,4,1841.28,1841.28,797.64,1108,10077.41,10382.76,20460.17,1007.74,1038.28,191.06,6,14,2680.56
Cendoray,147262,1.34,0,45933.03,56,0,0,8,14.3,56,1775.24,1741.53,163.89,0.3,1.93,1.34,2125.36,0.02,0.02,820.23,0.14,75,3,1,1,17,0.23,1,1,1,4,6,1,10,1939.52,1939.52,820.23,1473,68012.02,51007.99,119020,1214.5,910.86,239.79,108,54,9177.99
Arcadian20,82711,2.17,14.29,13803.49,14,2,0.17,5,35.7,12,1476.74,1354.75,177.05,0.71,0.57,1.86,2005.34,0,0,985.96,0.36,26,1,0,0,10,0.38,0,0,13,13,10,2,11,1978.32,1978.32,1077.4,3272,19543.9,8530.91,28074.81,1299.41,1837.39,199.35,8,18,2478.77
PoopMan12,166082,1.29,4.55,24584.51,22,1,0.17,6,27.3,21,1584.7,1572.38,148.3,0.23,2.32,1.23,3089.63,0,0,1117.48,0.27,27,2,0,0,5,0.19,1,0,4,17,4,1,11,1983.78,1983.78,1117.48,1326,36069.55,31902.31,67971.86,1639.52,1450.1,332.84,51,32,3262.69
Deanocide,14133,3.12,0,8500.92,8,0,0,3,37.5,8,1434.02,1370.85,313.46,0.88,1.12,3.12,2202.36,0,0,1062.61,0.38,25,0,0,0,7,0.28,0,0,8,13,9,2,5,1811.23,1811.23,1062.62,1170,10047.3,7571.56,17618.87,1255.91,946.45,242.42,9,9,2507.68
Bongard,113473,1.1,0,7806.41,10,0,0,2,20,10,1297.09,1236.59,133.25,0.2,2.5,1.1,1604.13,0,0,780.64,0.2,11,2,0,0,2,0.18,0,0,6,6,5,1,5,1878.87,1878.87,780.64,1081,13862.26,2179.05,16041.31,1386.23,217.91,116,25,10,1332.48
Eslashier,50057,0.78,2.13,39723.25,47,1,0.07,7,14.9,46,1526.12,1555.02,90.45,0.17,0.53,0.77,1584.83,0,0,845.18,0.15,36,3,0,0,8,0.22,0,0,5,6,5,1,24,2004.87,2004.87,1136.04,2307,56780.34,17706.85,74487.19,1169.87,978.58,204.18,25,39,4251.37
erikw,87626,1.67,5.26,80386.82,76,4,0.25,16,21.1,72,2268.42,2266.56,196,0.38,1.51,1.58,3415.93,0,0,1057.72,0.21,120,9,0,0,29,0.24,0,0,1,1,7,3,34,1954.57,1954.57,1057.72,1876,118125,141485.5,259610.5,1554.28,1861.65,346.97,115,129,14896.21
GhostSe7en,39020,3.5,25,11380.11,8,2,0.67,3,37.5,6,1370.2,1365.87,263.13,0.38,3.5,2.62,5394.42,0.12,0,1422.51,0.38,21,4,0,0,3,0.14,0,1,12,13,8,1,7,1958.75,1958.75,1452.43,3345,15337.04,27818.34,43155.38,1982.97,3487.86,177.09,28,27,2105.06
Mafiaman2,130942,1.29,2.47,60258.35,81,2,0.22,9,11.1,79,1934.67,1925.19,157.57,0.3,1.33,1.26,2706.97,0.06,0,743.93,0.11,102,10,0,0,24,0.24,0,5,0,10,9,2,23,1955.64,1955.64,743.93,1586,85551.58,133712.6,219264.2,1056.19,1650.77,284.62,108,64,12763.04
OddCactus,208713,1.68,3.12,32533.59,32,1,0.14,7,21.9,31,1819.49,1768.15,190.14,0.28,1.72,1.62,3098.3,0,0.03,1016.67,0.22,52,4,1,1,9,0.17,0,0,4,4,5,2,12,2181.31,2181.31,1016.68,1501,54188.34,44957.11,99145.45,1693.39,1404.91,247.31,55,51,6084.4
Cullyain,188433,3.88,11.11,7612.97,9,1,0.33,3,33.3,8,1472.12,1493.08,312.17,0.89,1.44,3.44,1951.32,0,0,845.89,0.33,31,0,0,0,8,0.26,0,0,6,18,12,2,3,2071.37,2071.37,845.89,1207,11101.42,6460.46,17561.87,1233.49,717.83,239.23,13,16,2809.49
trume,220467,2.33,0,7465.84,6,0,0,0,0,6,1335.1,1319.6,243.95,0,2.5,2.33,3132.79,0,0.17,1244.31,0,14,0,1,1,0,0,0,0,12,12,4,1,2,1551.09,1551.09,1244.31,1103,10220.84,8575.9,18796.75,1703.47,1429.32,294.53,15,15,1463.71
olemt,85618,1.25,1.75,50043.62,57,1,0.05,11,19.3,56,1554.05,1607,136.74,0.35,1.3,1.23,2222.85,0,0.04,877.96,0.19,70,2,2,2,20,0.29,0,0,4,9,8,5,30,2051.83,2051.83,1212.8,3498,83921.51,42780.69,126702.2,2047,548.02,271.37,74,55,7794.19
Crono-,218037,1.59,5.56,16041.17,18,1,1,1,5.6,17,1435.33,1423.77,166.78,0.5,0.67,1.5,2516.09,0,0,891.18,0.06,27,2,0,0,9,0.33,1,0,8,8,9,1,5,2145.67,2145.67,891.18,1187,24650.9,20638.79,45289.69,1369.5,1146.6,79.85,12,20,3001.97
Delisher,18399,2.38,23.53,19626.08,17,4,0.4,5,29.4,13,1778.77,1761.27,238.6,0.35,2.47,1.82,2316.37,0,0,1154.48,0.29,31,6,0,0,6,0.19,0,0,3,3,7,1,7,2163.27,2163.27,924.27,2511,31606.03,7772.2,39378.22,1628.18,259.07,157.87,42,34,4056.16
Ameba-1,172043,1.4,0,12660.67,10,0,0,4,40,10,1345.9,1342.91,140.14,0.2,0.9,1.4,2652.95,0,0,1266.07,0.4,14,1,0,0,2,0.14,0,0,0,0,4,1,6,1744.8,1744.8,1266.07,1121,16531.61,9997.9,26529.51,1653.16,999.79,84.42,9,12,1401.38
Kylar182,107151,1,0,2280.11,2,0,0,0,0,2,1226.36,1200,156.19,0.5,5.5,1,2749.5,0,0,1140.05,0,2,0,0,0,1,0.5,0,0,2,2,2,1,2,1417.4,1417.4,1140.05,2028,4959.59,539.42,5499.01,2479.79,269.71,28.46,11,2,312.37
Little_Ziggy,165557,2.29,12.5,12671.52,8,1,0.2,5,62.5,7,1600.12,1584.47,203.98,0.5,2.88,2,4983.36,0.12,0,1583.94,0.62,16,1,0,0,4,0.25,0,1,3,3,4,1,5,1893.58,1893.58,1583.94,1352,18812.92,21053.98,39866.9,2351.61,2631.75,157.75,23,19,1631.82
Dschiesis,27147,2.02,4.55,44759.75,44,2,0.15,13,29.5,42,2075.86,2082.09,210.76,0.41,1.41,1.93,3176.2,0.02,0,1017.27,0.3,85,5,0,0,18,0.21,0,1,3,5,7,2,10,1935.68,1935.68,1017.27,1718,52382.97,87370.02,139753,1190.52,1985.68,257.72,62,69,9273.44
DawnBlue,74851,0.5,0,9647.71,10,0,0,2,20,10,1278.28,1286.04,87.69,0,2.5,0.5,2141.99,0,0,964.77,0.2,5,1,0,0,0,0,0,0,0,0,3,1,8,1929.08,1929.08,964.77,1073,12972.77,8447.13,21419.9,1297.28,844.71,50.3,25,5,876.9
W_Shakespeare,200908,1.09,0,139995.7,206,0,0,19,9.2,206,2095.47,2095.85,130.58,0.17,1.12,1.09,1636.91,0.02,0,679.59,0.09,225,13,1,1,36,0.16,2,4,5,15,9,6,31,2179.48,2179.48,679.59,1720,190657.7,146546,337203.7,925.52,711.39,204.42,230,174,26899.55
FamousBwD,136617,0.74,0,24818.8,27,0,0,3,11.1,27,1389.59,1475.82,86.18,0.15,1.22,0.74,2319.02,0.04,0,919.21,0.11,20,2,0,0,4,0.2,0,1,4,4,3,1,12,1950.97,1950.97,910.28,2165,40611.45,22002.19,62613.65,1669.43,675.32,134.87,33,19,2326.98
2EZ4ERA,105895,2.88,0,16819.32,16,0,0,4,25,16,1456.84,1389.36,308.82,0.62,1.38,2.88,3575.6,0.06,0.06,1051.21,0.25,46,0,1,1,10,0.22,1,1,9,16,7,2,12,1804.05,1804.05,1044.89,3280,25004.34,32205.22,57209.55,1578.92,1875.91,364.08,22,33,4941.13
TheGSnake,41635,0.14,0,10930.52,14,0,0,0,0,14,1190.17,1200,24.85,0.07,0.36,0.14,1273.97,0,0,780.75,0,2,0,0,0,1,0.5,0,0,1,1,1,1,10,1345.11,1345.11,780.75,997,11074.41,6761.11,17835.53,791.03,482.94,4.88,5,0,347.84
Beondor,210004,0.49,4.26,46823,47,2,0.25,6,12.8,45,1504.96,1532.65,60.57,0.11,4.89,0.47,2869.94,0,0,996.23,0.13,22,1,0,0,5,0.23,0,0,5,8,5,3,19,1928.99,1928.99,965.21,3424,89061.85,45825.3,134887.15,1458.88,1076.77,275.32,230,53,2846.64
Qch3n,78812,1.73,8.33,12896.96,12,1,0.5,2,16.7,11,1466.19,1436.93,183.61,0.33,1.08,1.58,3117.6,0.08,0,1074.75,0.17,19,0,0,0,4,0.21,0,1,3,7,8,2,6,1866.17,1866.17,1074.75,1219,16958.69,20452.55,37411.23,1413.22,1704.38,185.84,13,13,2203.26
Ravens_,181138,1.13,2.17,114364.94,138,3,0.14,12,8.7,135,2179.44,2226.24,131.54,0.21,1.15,1.11,2434.36,0.05,0.01,828.73,0.09,153,6,2,2,29,0.19,0,7,2,36,10,4,38,1906.3,1906.3,900.85,2848,184641.26,151299.94,335941.21,1407.74,1446.61,279.26,159,166,18152.56
Droogie,82204,1.06,0.34,156738,291,1,0.06,17,5.8,290,1895.05,2054.64,125.5,0.23,1.37,1.05,1090.46,0,0,538.62,0.06,307,14,0,0,68,0.22,0,1,8,39,9,3,44,1955.02,1955.02,538.62,1531,210983.8,106339.2,317323,725.03,365.43,273.08,398,263,36519.63
Smooshr,202225,1.37,0,25260.68,19,0,0,5,26.3,19,1616.15,1602.21,125.62,0.42,1.42,1.37,4845.89,0,0.05,1329.51,0.26,26,0,1,1,8,0.31,0,0,3,3,5,1,6,1949.9,1949.9,1329.51,1358,41222.64,50849.31,92071.95,2169.61,2676.28,251.83,27,37,2386.73
BL777,214474,1.67,3.08,462519.55,585,18,0.07,86,14.7,567,1639.62,1799.8,196.2,0.38,0.91,1.62,1972.66,0.01,0.01,790.63,0.15,949,58,3,3,221,0.23,6,6,17,124,15,4,59,2172.3,2172.3,995.83,3312,631755.4,522249.5,1154005,1307.68,466.12,402.66,535,892,114774.65
CHANDLIER,76782,0.7,0,42837.89,60,0,0,2,3.3,60,1306.49,1368.87,95.08,0.05,0.62,0.7,1086.21,0,0,713.96,0.03,42,3,0,0,3,0.07,0,0,0,1,8,2,21,1758.01,1758.01,713.96,1081,47279.36,17893.24,65172.6,787.99,298.22,222.76,37,16,5704.57
JohnPB,150287,1.05,0,31703.19,37,0,0,5,13.5,37,1453.73,1511.35,135.22,0.22,0.57,1.05,2032.87,0,0,856.84,0.14,39,3,0,0,8,0.21,0,0,0,0,4,4,19,1836.64,1836.64,842.46,2185,33174.81,42041.52,75216.32,626.94,869.37,266.36,21,27,5002.97
xRyze1337,86551,1.81,0,47231.21,57,0,0,7,12.3,57,1943.07,1914.43,198.07,0.44,1.75,1.81,2380.26,0,0,828.62,0.12,103,5,0,0,25,0.24,0,0,2,2,6,2,27,1974.79,1974.79,828.62,1585,80688.92,54985.88,135674.8,1415.6,964.66,251.78,100,61,11289.76
Stryderox,174155,0.95,0,57958.59,61,0,0,8,13.1,61,1767.25,1807.07,126.32,0.25,1.59,0.95,2337.75,0,0,950.14,0.13,58,2,0,0,15,0.26,0,0,0,0,4,1,16,1871.98,1871.98,950.14,1473,97264.47,45338.32,142602.8,1594.5,743.25,136.7,97,87,7705.61
leechtek,28133,0.33,0,254646.86,280,0,0,27,9.6,280,1834.68,1818.01,43.99,0.07,0.68,0.33,2031.14,0,0,909.45,0.1,92,8,1,1,19,0.21,1,1,0,9,7,7,50,2177.48,2177.48,496.66,3545,371239.87,197479.13,568719,689.71,898.84,236.47,190,146,12316.76
LastTrain,175344,0.98,0.72,97015.36,138,1,0.06,8,5.8,137,1748.86,1770.84,121.3,0.2,1.84,0.97,1422.25,0,0,703.01,0.06,134,9,0,0,28,0.21,0,0,4,6,6,2,17,1976.09,1976.09,1080.16,2453,159367.3,36902.74,196270.06,1596.02,782.1,236.84,254,137,16739.08
Aqulaane,193418,1,1.14,67642.88,88,1,0.14,7,8,87,1745.46,1842.55,122.15,0.15,0.93,0.99,1351.9,0,0,768.67,0.08,87,6,0,0,13,0.15,0,0,1,19,6,2,18,1966.74,1966.74,768.67,1421,93841.71,25125.88,118967.6,1066.38,285.52,429.64,82,63,10749.58
TheCapaBlanca,82223,1.38,5.17,45613.33,58,3,0.28,8,13.8,55,1582.67,1565.85,142.81,0.29,0.5,1.31,2127.82,0,0,786.44,0.14,76,2,0,0,17,0.22,0,0,21,26,12,2,20,1949.9,1949.9,945.98,3547,77854.34,45559.26,123413.59,1799.7,844.29,369.39,29,43,8283.11
RubesG,171040,0.77,2.41,144898.8,166,4,0.17,24,14.5,162,2162.31,2232.43,98.95,0.12,1.55,0.75,3173.98,0.01,0.02,872.88,0.14,125,8,3,3,20,0.16,0,2,10,21,6,2,22,2022.24,2022.24,872.88,1790,220807.2,306073.4,526880.7,1330.16,1843.82,280.46,257,126,16426.04
Packson,31054,3,20,7969.57,5,1,0.5,2,40,4,1334.54,1298.87,262.12,1.6,1.4,2.4,4705.78,0,0,1593.91,0.4,12,1,0,0,8,0.67,0,0,7,7,5,1,5,1937.25,1937.25,1722.66,2231,12993.92,10534.98,23528.89,2225.28,4554.85,175.54,7,7,1310.58
ItsToxicDemon34,79710,1.5,0,3665.2,4,0,0,1,25,4,1251.44,1266.51,135.97,0.75,0.5,1.5,3868.98,0,0,916.3,0.25,6,0,0,0,3,0.5,0,0,0,0,5,1,3,1821.9,1821.9,916.3,1044,7321.63,8154.28,15475.91,1830.41,2038.57,271.99,2,0,543.88
HEFFRo,60173,4,16.67,8021.8,6,1,0.33,3,50,5,1481.36,1463.16,285.27,0.33,1.5,3.33,4458.47,0,0,1336.97,0.5,20,0,0,0,2,0.1,0,0,1,1,6,3,6,1760.84,1760.84,1336.97,1228,10272.75,16478.05,26750.8,1712.12,2746.34,252.25,9,15,1711.64
dobisfiu,189316,0.58,0.55,154127.92,182,1,0.05,15,8.2,181,1895.88,1886.03,78.01,0.07,1.01,0.58,2102.83,0.01,0,846.86,0.08,105,13,0,0,13,0.12,0,2,5,12,7,1,43,1981.06,1981.06,871.42,2749,262326.36,120388.32,382714.68,1469.56,571.8,365.22,183,99,14197.03
BrokenHaze,37953,2.07,6.25,19726.68,16,1,0.5,2,12.5,15,1616.78,1616.12,228.89,0.44,0.5,1.94,4563.63,0,0,1232.92,0.12,31,1,0,0,7,0.23,0,0,3,3,10,1,9,1863.8,1863.8,1232.92,1341,38718.39,34299.7,73018.08,2419.9,2143.73,306.11,8,17,3662.26
fredogge,78957,1.16,0,39727.29,50,0,0,4,8,50,1631.39,1613.03,138.26,0.18,1.48,1.16,2004.85,0.02,0,794.55,0.08,58,3,0,0,9,0.16,0,1,1,4,5,2,18,1946.38,1946.38,439.69,3313,69675.16,30567.59,100242.75,664.81,216.79,118.71,74,59,6913.09
LtCarter,182206,4.67,25,4441.65,4,1,0.5,1,25,3,1355.72,1342.29,376.21,1.25,1.5,3.5,2058.65,0,0,1110.41,0.25,14,0,0,0,5,0.36,0,0,3,12,9,1,4,1957.55,1957.55,1064.05,2135,7736.82,497.77,8234.58,1682.75,82.96,385.68,6,8,1504.83
Stereofob,77469,0.82,0,170609.44,214,0,0,17,7.9,214,2041.24,2024.77,108.02,0.21,1.43,0.82,2589.02,0.02,0,797.24,0.08,175,13,0,0,44,0.25,1,4,7,9,5,5,49,1944.96,1944.96,832.88,3877,330641.16,223409.68,554050.86,1575.32,1032.54,224.38,305,197,23116.62
kissesandsparkle,31881,11,50,3729.28,2,1,0.5,2,100,1,1419.28,1366.35,520.2,1,4,5.5,4444.86,0,0,1864.64,1,11,0,0,0,2,0.18,0,0,3,3,8,1,2,1957.33,1957.33,1864.64,1183,7625.09,1264.63,8889.72,3812.54,632.32,100.1,8,12,1040.4
seg1,14512,1.9,5.49,101839.4,91,5,0.2,25,27.5,86,2543.25,2521.53,210.85,0.32,1.64,1.79,4040.88,0.01,0.01,1119.11,0.27,163,10,1,1,29,0.18,1,1,5,11,9,2,31,2010.5,2010.5,1119.11,2101,167926.2,199794.2,367720.4,1845.34,2195.54,405.1,149,287,19186.94
edih,77377,2.62,9.3,44391.89,43,4,0.33,12,27.9,39,2184.74,2188.52,297.86,0.72,1.07,2.37,3530.46,0,0,1032.37,0.28,102,4,0,0,31,0.3,3,0,5,5,8,2,12,1944.89,1944.89,1032.37,1800,74249.52,77560.41,151809.9,1726.73,1803.73,322.68,46,130,12808.18
Flauschkeks,168030,0.94,1.45,68139.38,69,1,0.2,5,7.2,68,1862.57,1852.74,124.39,0.19,2.03,0.93,2619.12,0.03,0,987.53,0.07,64,11,0,0,13,0.2,1,2,5,14,6,3,19,1864.22,1864.22,987.53,1550,103601.7,77117.69,180719.4,1501.47,1117.65,491.82,140,73,8583.12
huckk,180045,1.75,11.11,20427.93,18,2,0.33,6,33.3,16,1685.99,1665.81,178.06,0.11,0.72,1.56,2781.64,0,0,1134.88,0.33,28,2,0,0,2,0.07,1,0,2,3,6,1,7,1949.18,1949.18,1134.88,1401,30502.19,19567.25,50069.44,1694.57,1087.07,72.03,13,30,3205.06
ChoiWyatt,142346,0.69,0.39,210791,255,1,0.04,25,9.8,254,2299.05,2275.51,93.1,0.13,1.03,0.69,2638.69,0.01,0.01,826.63,0.1,176,17,3,3,33,0.19,5,3,12,28,4,2,27,1963.45,1963.45,826.63,1917,308424.8,364442,672866.8,1209.51,1429.18,281.49,263,246,23739.65
chubbo,117303,1.83,5.26,18165.67,19,1,0.17,6,31.6,18,1572.56,1613.56,196.22,0.32,0.21,1.74,2925.73,0.05,0.05,956.09,0.32,33,0,1,1,6,0.18,0,1,0,6,8,2,8,1902.98,1902.98,956.09,1301,27426.09,28162.71,55588.8,1443.48,1482.25,226.11,4,25,3728.2
Danohammer,20435,1.65,2.41,87606.55,83,2,0.09,15,18.1,81,1869.54,1866.31,172.35,0.43,2.89,1.61,3386.67,0.02,0,1055.5,0.18,134,8,0,0,36,0.27,0,2,26,85,9,3,23,2091.75,2091.75,1065.04,5069,152256.51,128836.94,281093.41,2059.62,1377.77,278.58,240,174,14305.04
Impala911,164280,0.77,1.28,332373.24,468,6,0.24,28,6,462,1728.66,1762.84,96.31,0.13,1.54,0.76,1952.82,0.01,0,710.2,0.06,357,12,0,0,59,0.17,3,4,5,5,7,5,40,2027.1,2027.1,744.01,4009,581220.51,332698.69,913919.2,1344.21,814.31,609.87,720,400,45075.06
Fr0st5115,116227,0.99,2.26,108684.74,133,3,0.13,19,14.3,130,1913.46,1893.26,121.68,0.13,1.52,0.97,1917.23,0,0.01,817.18,0.14,129,6,1,1,17,0.13,0,0,9,11,7,2,37,1966.19,1966.19,738.78,3845,165512.18,89478.87,254991.03,937.47,547.12,205.05,202,191,16184.08
Ehall,122114,0.91,0,56803.65,79,0,0,4,5.1,79,1428.32,1527.22,114.27,0.2,0.99,0.91,2225.01,0,0,719.03,0.05,72,4,0,0,16,0.22,1,0,8,8,6,2,15,1862.78,1862.78,719.03,1166,91069,84706.73,175775.7,1152.77,1072.24,252.54,78,46,9027.53
iTzMark,54392,2.67,0,19165.52,18,0,0,3,16.7,18,1627.3,1613.01,313.16,0.56,2.22,2.67,2989.57,0.06,0,1064.75,0.17,48,2,0,0,10,0.21,0,1,0,0,7,3,11,1967.93,1967.93,1064.75,1315,40903.75,12908.58,53812.34,2272.43,717.14,175.22,40,32,5636.82
Colossaljack,108369,0.42,0,18950.16,19,0,0,2,10.5,19,1351.09,1356.23,64.87,0,0.42,0.42,2447.63,0,0,997.38,0.11,8,0,0,0,0,0,0,0,0,0,2,1,14,2139.47,2139.47,616.49,2125,32211.43,14293.62,46505.05,1001.63,397.05,43.94,8,3,1232.61
Kali1337,123389,1.5,0,60863.99,72,0,0,6,8.3,72,1642.61,1653.89,175.37,0.38,1.14,1.5,2042.66,0.01,0,845.33,0.08,108,9,0,0,27,0.25,0,1,10,26,8,3,31,1968.02,1968.02,857.36,2446,77771.33,69300.19,147071.49,1189.56,958.49,297.17,82,62,12626.89
Hassl,87151,1.14,3.45,25102.9,29,1,0.17,4,13.8,28,1441.59,1459.2,124.02,0.17,1.62,1.1,2246.9,0,0,865.62,0.14,32,3,0,0,5,0.16,0,0,1,5,4,2,10,1876.67,1876.67,1017.41,2264,41235.32,23924.7,65160.02,1659.38,734,193.16,47,23,3596.52
oczuk9,113272,0.94,5.88,34527.79,34,2,0.33,6,17.6,32,1578.92,1597.54,111.44,0.26,0.47,0.88,2974.33,0,0,1015.52,0.18,30,0,0,0,9,0.3,0,0,3,3,5,2,16,1894.08,1894.08,1015.52,1321,55342.52,45784.6,101127.1,1627.72,1346.61,119.71,16,18,3788.92
KILLOGERC,149189,0.95,0,75337.77,92,0,0,13,14.1,92,1691.1,1802.88,129.19,0.16,1.14,0.95,2255.95,0.01,0,818.89,0.14,87,9,0,0,15,0.17,0,1,13,19,5,1,22,1976.86,1976.86,764.96,4440,115770.02,91777.76,207547.78,1338.6,663.64,325.86,105,110,11885.64
Sev3nz,107026,1.06,0,185164.06,384,0,0,10,2.6,384,1715.24,1668.01,130.51,0.16,1.38,1.06,1202.96,0.02,0,482.2,0.03,408,23,1,1,62,0.15,1,6,10,24,10,3,34,2017.84,2017.84,576.53,2392,260771.71,201163.5,461935.21,812.7,262.62,472.49,531,304,50114.92
PizzaHa,204995,3.18,8.33,11533.11,12,1,0.17,4,33.3,11,1448.57,1454.34,314.33,0.67,1.75,2.92,2346.58,0,0,961.09,0.33,35,0,0,0,8,0.23,0,0,5,5,10,2,11,1837.12,1837.12,1331.26,2234,15563.36,12595.59,28158.95,1358.42,1610.75,292.18,21,8,3771.91
Husky110,208810,1,0,37031.25,41,0,0,6,14.6,41,1576.96,1612.48,130.85,0.17,0.95,1,3202.49,0.02,0,903.2,0.15,41,2,0,0,7,0.17,0,1,0,0,8,1,18,2117.18,2117.18,903.2,1307,63685.78,67616.12,131301.9,1553.31,1649.17,351.36,39,37,5365
RyboBG,111594,1.67,0,4600.9,6,0,0,1,16.7,6,1271.84,1245.98,201.43,0,0.5,1.67,2438.53,0,0,766.82,0.17,10,0,0,0,0,0,0,0,2,8,6,1,4,1894.6,1894.6,766.82,1057,10852.43,3778.77,14631.2,1808.74,629.79,242.19,3,3,1208.59
iPopYouDrop,181308,2.83,5.26,17906.11,19,1,0.17,2,10.5,18,1391.32,1383.34,305.33,0.63,0.63,2.68,3256.55,0.11,0,942.43,0.11,51,0,0,0,12,0.24,0,2,6,15,12,6,15,1966.19,1966.19,1057.83,3262,24653.76,37220.7,61874.47,1640.26,2812.89,295.27,12,21,5801.26
